id,source,headline,negative,positive
4749,original,"Overall, our stay was very comfortable, convenient, and met all our needs.",Nothing really.,"The apartment was spacious and clean, suitable for three people or two couples.
We are sensitive to noise, but the apartment was quiet and located on a calm street.
The location was very convenient, close to tram stations with easy access to the main attractions within 2-10 minutes.
The support from the host was responsive and helpful.
The kitchen had enough amenities for a comfortable stay.
The neighborhood was nice, with nearby restaurants, supermarkets, and bars."
4743,original,Good choice and very nice remote staff!,"At the bathroom area, some strange sticky areas","Overall, it was a good travel choice,"
4739,original,Wonderful for 3 adults and a child.,,"Very comfortable, great air conditioning, good location."
4737,original,,The room is long and narrow which means that there is no air flow. An a/c would help. The instructions to access the property were difficult to understand with the photo of the entrance shown as the cafe next door.,Close to train station. Clean and good attention to detail.
4728,original,Perfect spot for a short city break. Cannot be faulted in any way.,Nothing we didn’t like about the property. More towels would have been a plus. Other reviews mentioned lack of air conditioning but - despite the 30 degree heat outside - the apartment stayed relatively cool and comfortable.,"Everything. The location was absolutely superb - in the old town close to the historic sights, restaurants etc. The apartment is also beautifully appointed, spacious, modern with everything you need for your stay - including basics like toiletries."
4726,original,Weekend in Prague,"The AC was dripping water in the room so we had to shut it off. They sent one of their staff immediately with an extra fan to accommodate us. The AC could not work during our stay. 
Once you enter building you have to climb a few stairs to get to the elevator.","Spacious apartment. New modern and clean.
Great location, easy to walk to attractions and also very close to public transport.  Supermarkets also nearby. 
Public car parking nearby where you can pay through parking meter or online. It's free on Saturday and Sunday. There was plenty available when I was there."
4725,original,,,Location is perfect
4721,original,Excellent - highly recommend and Prague days have done an exceptional service .,Nothing,Amazing property and service. Highly recommend. Apartment was really well appointed.
4719,original,Nice apartment with some problem at hot summer,Both of conditioners doesn’t work well - so warn on it at hot summer vacation - the problem is not for one day resolving.. Be ready for bad conditioning or not existing at all. Thanks for helping to resolve this problem to support team.,Nice apartment and really helpful support team
4707,original,Best location for city dwellers,Being central - very noisy.  Luckily we come from central London so was ok,Very central location
4706,original,"Very stylish and comfortable apartment, highly recommend for 2, slightly less for 4, but still good!","If we'd be just 2, I'd put this apartment 11/10. But we were 4, and that's why I put 9/10. For 4 persons this pretty shower with glass door became a bit of a problem :) plus, a common space is not large and for 2 people there's plenty of space, but for 4 we never could actually gather all together.","The apartment looks and feels really great, it's very well equipped and clean! Windows are inside a very quiet inner space, the house is old but freshly renovated and just benefits from that. Everything is well thought of, so staying there was a real pleasure. Plus, it is possible to park nearby! Parking is just paid during the weekdays, but payment with the app is easy. Starting 8PM Friday and until Monday morning the parking is free and there were plenty of space available. The host is the most friendly one can imagine - we didn't see anybody in person, but they were always available in the Booking chat."
4701,original,,Heavy traffic causes noise. The host gives earplugs to use :),Very good contact with the host. Easy to understand check-in instructions. Optimal equipment of the apartment. The tram stop and shops are close to the apartment. 20 minutes travel to old town by tram.
4699,original,,"There is a smell of garbage at the entrance of 
The building , the apartment is generally not clean","The area is quite, near a supermarket"
4697,original,,"Even though it says there's a TV and streaming services in both rooms on the reservation page, there was no television in one of the rooms. Air conditions were portable and the exhaust was inside the room, so they were completely useless.
Some amenities should be renewed in long stays like detergant and toilet paper.","The location was perfect, only a few minutes away from the old city centre. Rooms were spacious, clean and well equipped. As we stayed 1 week, having some equipments like washing/drying machine and coffee machine was really critical. The staff were very friendly and helpful.
The rooms are also very close to the tram line, bus terminal and train station."
4694,original,Awesome stay in Prague ❤️,,The apartment was very clean and spacious. We loved the way all the things were arranged as per requirements. We definitely Will recommend to our friends.
4686,original,a great experience that I will be happy to repeat soon,"Somewhat loud neighbors, but I wouldn't blame that as a fault of the apartment (host)","Cleanliness, comfort and location"
4685,original,"Very nice crew that is available during their working hours, taking care of problems as well.","The aircondition was broken. Since the only windows are opened to courtyard, you have to keep them shut all the time. So the airflow and natural airconditioning was impossible. The room didn't get fresh air.",Very close to center. Excellent location. But when the passages close at night you have to take a detour from the streets which is O.K.
4673,original,,,"Spacious Apartment 
Location"
4660,original,Apartment was disappointing for price paid,Basic essentials inadequate  . Lift did not work correctly . Poor value for money,Location ..
4650,original,"Nice place, nicely located",,
4632,original,Enjoyed the location being close to metro &amp; trains,Placement of bed against a wall,Secure &amp; modern
4629,original,Great,,
4628,original,Loved it - Superb Apartment.  Luxury and feels like home. BEST BED FOR SLEEPING,Aor con was hard to work so one day it was very hot,
4627,original,awsome!! perfect locatiom and cleaness all,,I like all
4623,translation,Overall well furnished apartment close to the centre....,I didn't like being in the Czech Republic and the check-in form and instructions in the room are only in English 🙃😒,"Super location, close to park, metro 👍🙂🙂"
4620,original,Good location and well equipped place.,"All was good, shower a bit tight but we learned this is common in Europe.","The location was great with close by access to train stations, my family really enjoyed the room amenities and equipment, it has everything we needed for our stay and access to the back yard."
4614,original,That was great.,"The checkout time was quite strict. When we attempted to check out at 10:10, a housekeeping staff member was already at the door, visibly unhappy, and we received a message reminding us that we had not yet checked out. Allowing a grace period of around 30 minutes would be helpful in such cases. Overall, I would still rate this place a 9/10.","The location, apartment decoration and cleanliness were perfect. Everything we needed was available in the apartment. We all liked to stay that building."
4613,original,"The cozy atmosphere, amazing top-floor views, and prime location made it an exceptional stay.","In the end, it was a room split across two levels. The sleeping area was not truly acoustically separated from the living area.",The apartment is very cozy and quietly located. The view from the top floor convinced everyone! All important sights can be easily reached on foot. We will definitely come back.
4611,original,,,"Great location, super close to the clock tower and all the touristy attractions."
4610,original,One of the best apartments I&#39;ve stayed at.  Excellent value for money,It's on the 3rd floor with no elevator.  No air con so in the afternoon it can get hot but they do provide a fan.,"Very detailed instructions made it easy to get in late at night.  Exceptionally fast, secure wifi, large dining table and a desk to work at.  Lots of natural light and usually a breeze.  Quiet area to leave the windows open all night without being bothered by noise.  25 min easy walk to the metro to get downtown.  Good restaurants also 20 min walk.  Very safe area.
Management is very responsive to any issues that arise"
4606,original,Very nice &amp; cozy apartment,"SUGGESTIONS: 
*if the stay is longer than 2 days I’d recommend an extra set of towels. You cant use the same towel for 3 days
* a pair of single use slippers would be appreciated and needed 
* the walk to the apartment from the garage is literally like a maze","Everything was exactly as described in the bio and pbotos! 
Very clean, cozy, good area, nice balcony!"
4605,original,,"I didn't dislike anything but shower/ bath tub was of one of the bedrooms, this was not a problem for us but something to be aware of. The other bedroom had a WC only.","Lovely clean comfortable apartment 20 min walk from Charles Bridge, 3 min walk from the tram. Very near mini markets and about 15 mins to large Tesco hypermkt.
We stayed in Garden suite which had 2 double beds and sofa bed which was perfect for our family of 4 adults.It also had outdoor space. All kitchen amenities with  WM and dryer in basement.
Highly recommend restaurant Smíchovské Vidličky a nožen  on same street and Cat cafe next door. 
Access was easy with key code. I didn't need to contact staff during stay but they were very responsive prior to visit."
4599,original,Prague stay,,"Very comfortable studio, good facilities,  everything we needed, easy walking to city sights snd railway station. Secure and quiet at night."
4595,original,Satisfactory as per what was stated on the website,"A microwave needs to be provided for ready to heat meals. It gets quite warm and therefore a fan is essential. The mattresses are too soft, possibly softened with use and need to be improved.","Location was good, easy access to Central Prague and to public transport. Property size is spacious for a family & well equipped with a kitchenette."
4584,original,Delightful base to see a beautiful city,"No problems, would definitely stay again","This property is in an nice location, close to the river and also tram (1 minute walk). There is supermarkets, bars and shops nearby and you are two tram stops from old town and shopping district. Property was set up for 5, access was easy, garden suite had plenty of space out the back for outdoor dining. Shower was excellent, everything worked and a/c and fans helped with warm summer nights."
4583,original,,That I didn't book an extra night! 😉,"Everything! Lovely studio with everything you need, nice colours, spacious. I like the entrance hall with lots of clothes storage, extra quilts etc.
The wardrobe has a full length mirror too.
There's little notes guests can write &amp; pin about their stay as you come in the door :)
The bathroom was modern &amp; lots of space to put things.
It was quiet too as there's two sets of windows. 
The complimentary bottle of wine is a lovely touch too! Thank you.
The extension cord was very handy too for charging my phone near the bed. 
There's a lift so it's easy with luggage.
Good selection of toiletries &amp; extras.
The owners care about your stay too, they emailed after the first night to make sure everything was ok. 

An all round great place to stay, central but not too touristy.
I'd stay here again &amp; highly recommend it"
4581,original,Nice stay at Prague Old-town,Nothing!,"The location is super convenient to access all sightseeing points at Oldtown Prague.  Aptment is very spacious, clean, and equipped with what we need. I will stay again here if I can come to Prague again!"
4572,original,"Would book again, if we venture that way!","The ac didn’t work in the main living area and one of the bedrooms. Only needed it for 1 night, as the weather was cooler for the majority of our stay",The size and location were ideal. The apartment was comfortable and perfectly setup for our family.
4570,original,,The water pressure in the shower was weak,"Everything was very good, the apartments was much more better that we expected"
4564,original,Spot on!,"Everything's perfect, but I suggest one more kicken rag for people like me who likes to have breakfast at home (and clean afterwards)","One of the few occasions where appearance meets substance. The accomodation  was spot on on every aspect. Lovely, quiet and cozy the apartment Is placed in Mala Strana, quiet and elegant district just outside the busiest spots. The host is very responsive should you need assistance.
This is my second trip to Prague, but if I'll ever have the chance to come back again this will be my my base once again."
4548,original,"Top location, clean, amazing staff",,"Well decorated, so many facilities 
The staff was absolutely amazing! I needed help on my first day operating some things and got help immediately I am so very grateful and especially Veronika which was lovely!

I will stay there again"
4536,original,The location was good  and amenities everything was good .however the passage to reach the apartment was quite complicat,Accessing and the passage getting into the apartment .,Location - it was accessible to all the main spot and in the old town .
4534,original,,"The beeping of the electronic lock trough night on the wardrobe located in the bedroom...it kept us awake!!
The TV is very small with no chanels to watch!!",Location
4532,original,I paid 100 euros&#47;night for 2 people! A fair price for what they offer would have been half as much!,"At the entrance in the building was always a bed smell end dirty inside!
The apartment presented itself cleanly, without spaces for hanging clothes hangers, the blinds on the window were broken, and in the ante-hall between the room and the staircase there is still a very bad smell!",
4530,original,,"Would like comfy chairs for longer stay. But that's not a complaint. The place is perfect.
Oh except for the heating. You cant turn it lower than 21° ... there is air-conditioning but it didn't get the room cold because of the heat.","Great location. 
Rooms are huge with everything you need. I could happily live here. 
Great kitchen area with all the equipment. Huge tv. Comfy bed.
This place has everything."
4517,original,,,Loved the location - really close to everything. Apartment was great - lots of closet space and washing machine worked great.
4513,original,Best experience ever!,No complain at all!,"Everything is perfect! The apartment has a great location, very clean, has everything you need and manager of apartment is great!
Our family felt like we were at home. Thank you very much!
Next time when we will go to Prague, we'll book again at MIZU House by Prague!"
4512,original,"Loved Prague and our stay at designer studio, just wished cleanliness was a bit better.","Ants in the room, lack of enough toilet paper, lack of cloth to wash dishes. Dishwasher appeared not to work.  smoker in a different room had smoke coming into our room through open window, *dirty shower floor*","Location, comfortable beds, sitting area, lots of storage space, washing machine, quiet, communication was great and staff very friendly."
4507,original,,,Everything was great. Responsive staff dealt with question promptly
4502,original,,Everything was up to the mark.,"The apartment is located in Vinohrady, Prague 2 a minute away from Namesti Miru subway station. Vinohrady is a beautiful neighborhood, with varied architecture and green parks. From Namesti Miru the old town area is a short train ride away. In fact, it is well connected to any of the tourist areas in Prague. The apartments are very comfortable and well furnished and it is a pretty quiet area. The kitchen/pantry is well stocked with equipment. A gym and laundry room are available on the ground floor of the building. Can easily recommend it for a stay in Prague."
4497,original,,The ear plugs are needed. The odd screaming from a drunk patron in the street can be disrupting to your sleep.,"Excellent location, beautiful apartment."
4494,original,Enjoyed our stay. Very comfortable.,"We arrived after hours and did find it a bit hard to locate the keys. Once inside, though, the building is very safe.",Very quite and comfortable apartment. Easy 10-15 minutes walk to the old town area. Easy access to trams.
4488,original,A cosy apartment in a good location,,"Nice apartment, not far from the old city, excellent public transport options"
4487,original,,"Small gripes but room for improvement in our opinion. Lack of some basic essentials - no wine glasses, only one mug. No toaster, used the grill but no oven glove or tea towel to handle hot trays. No batteries in the fan controller and the light did not work. The shower/wet room is fine but nothing to dry the floor after like a squeezie/mop so cannot use toilet witgetting wet feet!","Great location close to main attractions, very quiet at night,  The building had builders in but they did not start until 8:30 and finished at 5. Vert good restaurants and small supermarkets nearby. Nicely modernised appartment with high ceilings."
4486,original,Average,Smelly toilet room. Coffee facilities not working .,Spacious thou.
4479,original,A little disappointing- could be better,"Small thin towels with bleach stains; 2 rolls of toilet paper and small tubes of toiletries for a 9 night stay.
Uncomfortable chairs in dining area.",Location
4474,original,Prague is a beautiful location but do yourself a favour and DO NOT use this apartment.,The apartment was dirty and quality of bedding and service was poor.  The beds were not made and linen was only provided for 1 bed when we specifically asked for 2 and naturally paid for a 2 bedroom apartment.  The loft bed was unusable and the bed was not made with no covers for the doona.  The mattress was dirty and stained (disgusting to see).  The loft was very squishy and the photo on the website is deceptive making the loft look a lot bigger than it is.  The plant you see in the picture is just a mini  plant and not actually a small shrub as depicted.  There was only about 30cm from the mattress to the ceiling in the loft .  The paint on the ceiling seemed mouldy and unclean and we didn’t want to be close to it.  We could not use this facility as we could not crouch down low enough to use the bed.  The apartment is in fact a 0 bedroom apartment (although being rented as a 2 bedroom) as the main bedroom is simply a bed in the middle of the lounge room.  It was a terrible experience and dirty and dusty.  We called the service number and to get help and they were rude and unhelpful.  One of us had to sleep on top of the couch (with no sheets) and use a dirty blanket that we found on the lounge. We would not recommend this apartment  to anyone.,The location was perfect
4466,original,Great apartment close to all of the sites!,"Retrieving the key and lock box was interesting!  Also, more help with parking would have been nice.  I didn’t realize I could reserve parking on the street.",Beautiful large apartment less than 5 minutes from the center of Prague.  Plenty of room for our family of 5!
4459,original,,,very nice and large apartment .. easy to find and a lot of supermarkets and restaurants around
4455,original,very cute and good property. Also quiet,there was musty smell in the ground floor apartment but it got a little better as days went by,it was very easy and simple to access
4438,original,"Perfect location, very cozy stay.",The apartment wasn't as clean as I expected. A lot of things to improve when it comes to cleaning.,The location is amazing if you prefer a more quite area and the bed is comfortable. Perfect for business trips.
4432,original,"Excellent location, clean, quiet, comfortable.",A slightly reduced pitch would have made the loft bed's vertical fixed ladder easier to use. I would have gladly put recyclables into appropriate containers if there had been any.,"Bottle of wine on the kitchen counter upon arrival was a nice touch. Kitchen was well equipped for making breakfast &amp; coffee. Skylights that opened and with light-tight shades made the most of the top-floor apartment. Decent WiFi, plus TV with multiple streaming services."
4431,original,,"The apartment is located on the 3rd floor so definitely not for elderly people or people with health issues. Check-in was very unpleasant, as you had to pick the key from a lock box located outside the apartment about 50m away attached on a fence panel. Unfortunately, I was informed the lockbox got stolen as I struggled to remove the attached lockbox from the fence and had to pay 1700 Czech currency. The neighbour will lock the main entrance door at night so, we were locked outside the apartment building for nearly an hour. Nobody answered the call and after banging the door continuously for a while, someone opened the magnetic door.",The location is great and the apartment was clean.
4428,original,Phenomenal! Highly recommended!,N/A,"Excellent Service, fantastic communication, fabulous location and accommodation"
4425,original,"Beautiful, clean accommodation, very quiet location.",Everything was alright.,"Beautiful, clean accommodation, very quiet location."
4417,original,"Wonderful time in Prague, beautiful apartment in a quiet location however close to the old town. Recommended",Cannot think of anything,Location is in a quiet area however close to shops and a walk to the old town. Staff was very helpful during our check in and they made sure everything was alright during our stay. Recommend!
4416,original,,The high price is totally unacceptable,
4413,original,Great apartment &amp; location but let down by cheap fitted curtains.,"Black feet if you walk bare footed.  
Poor Curtains. Morning sun light  floods bedroom. 
Property only provides single bed quits.",Well equipped with good furniture
4400,original,,"It was extremely hot unless the windows were wide open. Walking back into the apartment on a 19 degree day and it was stifling. We didn't like to sleep with windows open, so ran a fan and ended up sleeping with just a sheet. I would not recommend in summer! The bed had a definite slope to it🥲","This was a well located apartment with the main train statio and the main street only 5 minutes walk. The apartment had a good layout, lovely bathroom and kitchen. The staff smoothed over a problem with entrance swiftly and professionally."
4396,original,Will be back!,Nothing here not to like!,Everything was fantastic! Lovely apartment!
4385,original,,,"The apartment is clean bright with plenty of room. Especially nice is it’s a corner unit so you get views on 2 sides. The kitchen was fully stocked if you want to make your own food. But I would suggest coveting the many restaurants nearby. The location couldn’t have been better. A 5 minute easy walk to Old Town Square, and 12 minutes to the river.   Couldn’t have been better."
4378,translation,,,"Facility clean, well stocked. Close to metro, tram that goes under the Charles Bridge. Overall ok"
4359,original,We really enjoyed our stay having this nice place to come back to after a whole day visiting Prague.,"We were not aware that the apartement was on the 7th floor without the lift!
Although it is comfortable for 4 people, the matresses were quite hard and we could have used more towels.","The apartment was really nice, spacious and nicely decorated, as per the description on the website. It was clean and quiet, in a very nice neighbourhood and very close to the centre."
4354,original,,Sofa-bed not very comfortable,"Liked a keypad for entry
We're able to check in early and check out late"
4352,original,"I pretty much enjoyed this stay. I liked the location and apartment modern, super clean and quite.",,
4351,original,,,"Wonderful location, close to public transport, shops in the immediate vicinity, access to the keys to the apartment went smoothly, parking space in the garage, very spacious apartment..."
4349,original,Perfect stay for a group of 3,,"Great location, clean and cozy apratment with a minimalistic but sufficient kitchen."
4345,original,"It was exactly what we needed, and I hope we can come back soon",nothing,"A wonderful place to stay, excellent location, spacious rooms, The perfect kitchen with everything you need, excellent wireless internet 

Above all, Veronika and her team provide exceptional service, always ready to answer any questions quickly and efficiently. 

I would like to thank you very much, with love, the Navon family"
4341,original,"The apartment spot clean, beds made up with towels and extra’s ready for use. Luggage stored before",Top floor is warm quickly. This is not a service orientated comment.,Some questions were raised and well taken care of by calling the correspondence number.
4338,original,Great location and room,Rooms was small to fit 4 people but it was very nice inside.,"Great location l, we just had short walk to anywhere we wanted to go or could use the tram which was nearby as well. Room was very nice and thought it was great value for money."
4327,original,Fab,Everything was spot on,Was absolutely beautiful the comfort in this apartment couldn't be matched it felt like your own home they even left stuff for washing machine dishwasher cleaning supplies was lovely
4325,original,"Very nice and comfortable apartment, super well located and excellent value for money.",It would have been useful for the second bathroom to have a toilet and maybe some safety measures for the tub since older guests cannot really use that bathroom.,"Great choice to stay in Prague. Very well located, excellent value for money, spacious, and comfortable. The staff were also very nice and helpful."
4321,original,Fantastic Attic,,"Excellent apartment! In reality it looks even better than on pictures. Contact with the property was great, they explained everything perfectly. Great value for money. Close to tram/metro station and plenty of great food options around. Very clean and with all aquipment you may need. I could honestly live in apartment like that. Highly recommend!"
4319,original,"We enjoyed our stay, thanks.",Accessing 3 flights of stairs with luggages was difficult. The property host should make it clear about the stairs.,The property and location are great.
4314,original,Perfect location and very comfortable!,"It could’ve been a little cleaner, we had a small issue with silverfish in the kitchen but nothing too bad.",The location was amazing and it was very modern and comfortable!
4312,original,Lovely apartment in a great location!,,Perfect Location! The staff were super helpful and friendly :)
4310,original,,Check in hour is too late and check out is too early.,Everthing is well thought
4309,original,Excellent apartment and would highly recommend,"The last couple of days there was very loud construction in the building.  Would’ve been nice to have a place to hang clothes.  The sofas looked great but weren’t very comfortable.  Despite seeing the lockbox out on the drainpipe all day (we went to our son’s down the street), we were told early check in wasn’t possible.","Our son is studying in Prague and lives in an apartment on the same street.  Location was an absolutely perfect for us in every way - we were close to him, close to trams, and close to restaurants, bars, and shopping.  Apartment was also modern, updated and very nice!  We were very pleased with it"
4307,original,,Breakfast would be fine,"Liked · The apartment house is well located, some 7 minute drive from the main train station. The place itself is situated right next to Naměstí Míru, which is a fantastic public transport spot (underground, trams). 2 tramp stops from the city center. I found this very convenient as a starting point. The property is well maintained, provides guest with very good service. I liked the self check in, entering the building and rooms using a code. There is a small gym and laundry room on the ground floor. I stayed in a studio for 2 with kitchenette, which perfectly fits me a solo traveler. Situated to the yard, the room was super quiet, which I appreciated as being sensitive to noise. The bed was big enough and comfortable. Slept well. The property provides strong and stable WiFi, I could work easily. TV with Netflix. Everything went well during this stay. Thank you."
4300,original,This apartment is a wonderful and peaceful retreat for your stay in Prague.,,"The apartment is situated in an excellent location, nestled in a quiet and peaceful neighborhood that boasts an array of fine dining options and is conveniently close to public transport."
4299,original,CORU House Prauge great stay!,"I'm being very picky but under the bed and cupboard could do with a bit more hoovering. Very minor point , nothing to put anyone off as overall apartment was neat clean and tidy.","Clean apartment with all facilities. Great location. Safe and near centre. Easy access to get into building / room and although there was no concierge, the staff were quick to respond via messaging."
4291,original,,"I double booked the hotel and wish to cancel a few days and I contacted the staff for the fee weaver that suggested by booking.com, but no reply from the staff 
at all.","The flat is not that big but it has everything. The location is quite good. You can reach city centre sightseeings by walk, bus, tram easily. And there is a big shopping centre nearby."
4288,original,,,"Good afternoon, Kamila.  Thank you for your hospitality.  The apartment is spacious, very clean, with all equipment.  Everything is very accessible nearby.  We were very satisfied.  We will recommend you, and we will gladly return to you.  Once again, thank you very much."
4286,original,,Check in procedure. It was difficult to find the location,Facilities
4280,original,"Great location, clean and comfortable apartment. Good value for money.",,"Location, clean apartment, comfortable beds. Useful info about close shops, attractions, hospitals etc."
4277,original,,,Very good apartment in the heart of the city.
4275,original,,"I am not sure if it is the case only for some rooms as I didn’t see this feedback often, but our room was incredibly noisy, making it impossible to sleep due to trams/cars (it was the first floor next to the busy street). Windows didn’t isolate the noise at all. We were awake with kids every few hours, which made our stay very exhausting and not pleasant at all.","Very modern, clean and well equipped appartement, great location."
4274,original,,,"We had a great stay. 
Easy check in/out process - great communication with the staff. Good access to public transport - subway/bus stop less than 2
mins walk. Kitchenette equipped with everything you would need. 
We would definitely consider staying here again :-)"
4273,original,"Relaxing, comfortable, restful",Nothing at all. Although would have loved to have bottle water in the fridge. If it did would rate it 12/10,"It’s was perfect, location 10/10…very close to the train station. Ambience and set up 10/10. Will definitely be going back."
4265,original,,"Not so clean...parketta,rooftop...","Location,New flat,quiet...great help from Kamilia anf Lenka...thank you very much...professional"
4262,original,Must stay here for your trip in prague!,Gym is very small. Expected a bit more.,"Location is good! Short taxi or tram from main attractions. Self check in is easy. 
Room is nice and spacious. Netflix logins available etc. Super friendly staff and always helpful on whatsapp!"
4261,original,,,"Clean, modern and spacious"
4237,original,Expensive for what it is,"No sign of staff anywhere , the door locking system when you leave your apartment seems so sketchy to me as it auto locks , hate having to put the number in when there’s people right next door who could look or overhear . Very loud at night our sleep was disturbed by noisy drunks outside and no staff to tell them to be quiet also our air conditioning wasn’t working so had to close the window due to the drunks so it was hot and stuffy. In addition to this someone was very obviously smoking on the first floor in their apartment so it stunk until we got into our room. Not nice to have to walk through with a child. Was a costly stay perhaps due to Easter they bumped up the prices as my family have had others stay for the same length and it was no where near as expensive apparently which was disheartening to read . In addition to this there was very minimal hot water . After a long day we all wanted a wash before bed , I was in the shower for maybe 10 minutes then it turned freezing cold which meant my son and husband couldn’t shower, this was exceptionally disappointing given the price",It was spacious which was good . It also was clean
4236,original,we had a great time x we would love to visit again x,We would have loved a slightly bigger shower but it was really ok,Not applicable
4225,original,Wonderful location,"The water tank is enough for one, barely enough for two, definitely not for three. Wifi is slow. The neighbours might lock the door🤨",The place is spotless clean. Location is wonderful.
4224,original,It was really good and comfortable.,Maybe slippers would be a good addition.,The big quantity of different lighting was very useful. The thermostat is actually easy to use.
4218,original,A very nice and well equipped apartment,Everything was well during our stay.,"The apartment is very well organized and equipped, very clean and the attention to details gives you a great feeling as a tourist. We had some problems with the parking spot, but with the help of Prague days, we managed to solve them and park finally in the same building.
The apartment is located at a very short distance from the tram station, which takes you directly to the old center."
4216,original,Beautiful spacious apartment perfect for a family visiting Prague.,We drove and there is no parking. We hoped for a close parking garage and it’s recommend to reserve a parking spot with Mr Park It. We didn’t know this until the day before. The parking garages that were close to the apartment were full so we had to park farther than we hoped. BUT it all worked out ☺️,The location was great! Bus stop right outside to take you into old town. The apartment itself was spacious! Two showers were amazing! We loved that there were two levels and the top floor/bedroom has a balcony.  The building and check in was easy and we were definitely thankful for the elevator in the building. We stayed here at the end of our spring break for three night and this was by far the best accommodation we stayed in. ☺️ We highly recommend!
4211,original,Highly recommended for a long weekend in a beautiful city!,Needed more toilet paper!,There was plenty of room for us and very comfortable. Location was perfect.
4207,original,Great location but very noisy.,"Mattress was very hard and uncomfortable in main room, the pullout sleepsofa for kids was uncomfortable as well - the mattress was too thin and one could feel the bars supporting the sofa when lying down, heating did not function properly, noise insulation in the apartment was insufficient - the constant rumble of tramways, which are both loud and operate well into the night, is easily heard, gym very small.","Great interior design and location, beautiful building."
4205,original,"The location, price&#47;benefit ratio and the staff were EXCELLENT!",,
4197,original,,,"Very good location, polite communication. A clean, and most importantly comfortable room! I highly recommend choosing this place to stay :)"
4182,original,Very comfortable - would recommend,N/A,It was very clean and great facilities. Was good value for money. Really enjoyed the stay and was very comfortable.
4174,original,,,"Exceptional service, when needed the hosts were quick to answer and ready to meet our wishes. Highly recommend!"
4168,original,,The only thing that bothered us was the bad internet connection,"It was a really nice room with a lot of facilities. We had everything we needed, and the bathroom was also very nice and clean."
4166,original,Pleasant and cosy stay. I&#39;ll return.,I would have liked the shower to be a tad bigger.,"Clean, new, all working in perfect order, excellent location. Nice and helpful (remotely, it's all by whatsup, phone etc') staff."
4165,original,,Heating; it works but a little weird.,Gym
4163,original,,Nothing,Very nice house
4162,original,Perfect place for visiting Prague!,"If you're arriving by car, getting to the garage is a bit difficult as the remote control to access the garage is in the apartment, not inside the keybox outside.",The location is perfect! It's right at the city center and super safe as the entrance is next to the police station. The facilities were perfectly clean! Everything was perfect!
4155,original,"Brilliant, fun and chilled!",,"The apartments are very spacious, well equipped and hosts are very helpful. It’s located perfectly close to the city and nearby bars/restaurants. Highly recommend this place!"
4154,original,Best kept secret of Prague,Nothing was wrong,"Outside of the business of the touristic area, in a beautiful area, very quiet, so perfect. 
Apartment is furnished nice, I could live here. Extra plus the garden. It was warm pretty and cosy, it was nice to come home after a day of walking around"
4145,original,Great location and good night sleep,Stairs,Location
4139,original,"LOVELY flat in Prague, great location, comfy bed!",Small thing - you could smell cigarettes every time you walked into the flat for the first time.,"Location
Safe 
Clean and tidy"
4136,original,"Cozy and comfortable, had everything I needed in “home base”. Very clean and convenient.",The motion sensored lights in the hallways. Shower-no where to really place items for bathing except floor. Shelf or hanging tray would be nice.,"Location to public trans, grocery store, everything!"
4133,original,"Beautiful apartment, amazing location!",,Beautiful apartment and in an incredible location! Everything you could want to see is within walking distance (most only around 10 minutes) &amp; the apartment is clean and modern. The hosts were lovely too
4128,original,,"There were quite a few issues. The most important one which affected us the most was that we had no gas at all.
Thus, we had NO heating, NO hot showers (thereby unable to clean ourselves), and we couldn't cook for our entire stay there (6 days and 5 nights). As a result my mom got sick and we resorted to wiping ourselves with hot water boiled from kettle - this felt somewhat degrading as three grown adults on vacation. Apart from no hot showers and the heating issues (when it was only 5 degrees outside), the complete lack of gas made it impossible for us to cook.
Being able to cook was one of the reasons why we booked an apartment with a kitchen to begin with, as one of us has dietary requirements which we need to cater for ourselves. We operated under the assumption that we were able to cook so we bought groceries worth of a couple of days, most of which were wasted in the end. Consequently, this led to us having to eat out, mounting to additional costs that we did not plan for. We were informed by the management at first the issue would be fixed the next day, but after 2 days they told us it was due to a problem in the entire apartment complex so it wasn't their fault. However, when the shower and the heating still failed after the problem in the complex had been fixed, we were informed that the equipments in the apartment itself were broken. These repeated excuses made us feel like we were being fooled around, and the management claimed that these things &quot;happen&quot; and are &quot;out of their control&quot;. Nevertheless, even though this may be true for the issue in the apartment complex, I believe it is supposed to be a vendor's responsibility to look after and maintain the accomodation and make sure equipments are functional before guests check in. On top of these main issues, we also experienced other issues (e.g.",Location was 10 out 10. You are literally in the middle of everything. The apartment itself is spacious and the check in instructions are pretty clear.
4127,original,,"It’s not a dislike, however I think if there were colleagues in the reception would have been easier as only way of communication is via booking. Moreover, for long-term stay I think the price we pay should also include cleaning service maybe once in a week or two.","Property is easily accessible and it’s super easy to check in once you read instructions carefully. Entrances are code-based and therefore, you don’t have to worry about safety. I would recommend for long-term stay, especially for solo travelers."
4126,original,,,"I really liked the location, really close to city center. The apartments were easy to find, the instructions to check in and check out were send immediately and it were easy to follow. The flat was designed really great. Even if it was small everyone had their place. It was really modern and spacey."
4121,original,,"Just a few of the dishes were not completely clean and we had to clean them again ourselves, but nothing too serious.","There are plenty of heaters around the house for the winter, coffee and tea in the kitchen and A LOT of space!  Very very cozy place!"
